id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	rank	Bcell|Bcell	Bcell|HighPseudotime_tumour	Bcell|LowPseudotime_tumour	Bcell|MidPseudotime_tumour	Bcell|Myeloid	Bcell|Stromal	Bcell|Tcell	HighPseudotime_tumour|Bcell	HighPseudotime_tumour|HighPseudotime_tumour	HighPseudotime_tumour|LowPseudotime_tumour	HighPseudotime_tumour|MidPseudotime_tumour	HighPseudotime_tumour|Myeloid	HighPseudotime_tumour|Stromal	HighPseudotime_tumour|Tcell	LowPseudotime_tumour|Bcell	LowPseudotime_tumour|HighPseudotime_tumour	LowPseudotime_tumour|LowPseudotime_tumour	LowPseudotime_tumour|MidPseudotime_tumour	LowPseudotime_tumour|Myeloid	LowPseudotime_tumour|Stromal	LowPseudotime_tumour|Tcell	MidPseudotime_tumour|Bcell	MidPseudotime_tumour|HighPseudotime_tumour	MidPseudotime_tumour|LowPseudotime_tumour	MidPseudotime_tumour|MidPseudotime_tumour	MidPseudotime_tumour|Myeloid	MidPseudotime_tumour|Stromal	MidPseudotime_tumour|Tcell	Myeloid|Bcell	Myeloid|HighPseudotime_tumour	Myeloid|LowPseudotime_tumour	Myeloid|MidPseudotime_tumour	Myeloid|Myeloid	Myeloid|Stromal	Myeloid|Tcell	Stromal|Bcell	Stromal|HighPseudotime_tumour	Stromal|LowPseudotime_tumour	Stromal|MidPseudotime_tumour	Stromal|Myeloid	Stromal|Stromal	Stromal|Tcell	Tcell|Bcell	Tcell|HighPseudotime_tumour	Tcell|LowPseudotime_tumour	Tcell|MidPseudotime_tumour	Tcell|Myeloid	Tcell|Stromal	Tcell|Tcell
CPI-SC01FFC9392	FN1_a2b1 complex	simple:P02751	complex:a2b1 complex	FN1		True	False	False	curated	True	0.286									1.735	1.902	2.007							1.67												3.383	3.55	3.655		3.206	2.882		3.418	3.585	3.69		3.241	2.917							
CPI-SC08E97F7CA	VCAM1_a4b7 complex	simple:P19320	complex:a4b7 complex	VCAM1		False	False	False	curated	True	0.286								0.814				0.825		0.72															1.403	1.038			1.414		1.308	1.433	1.068			1.444		1.339	1.009				1.02		0.915
CPI-SS08F13AD5C	CD80_CD274	simple:P33681	simple:Q9NZQ7	CD80	CD274	False	True	True	curated	False	0.306	1.578	1.599			2.256	1.822	1.659																						1.174	1.196			1.853	1.418	1.255								0.946	0.967			1.624	1.19	1.027
CPI-SS046F6F0C1	EFNA1_EPHA2	simple:P20827	simple:P29317	EFNA1	EPHA2	True	False	True	curated	False	0.306									3.959	3.701	3.788	3.716	3.739			3.424	3.166	3.253	3.182	3.205			3.902	3.643	3.73	3.659	3.682																						
CPI-SS02AB0C3E0	SPP1_CD44	simple:P10451	simple:P16070	SPP1	CD44	True	False	True	I2D,IMEx,InnateDB-All,IntAct	False	0.306							4.272			4.062	4.231	4.373		4.917							4.198							4.358	4.469	4.925	5.013	5.182	5.324		5.868							4.692							4.578
CPI-SC0A9458008	ICAM1_aXb2 complex	simple:P05362	complex:aXb2 complex	ICAM1		False	True	False	curated	True	0.306	1.534				2.906		1.358	1.198				2.571							2.164							2.251			2.146	1.704			3.519	1.726	1.97	1.48				2.852							2.266		
CPI-SC07BE7830D	SPP1_a4b1 complex	simple:P10451	complex:a4b1 complex	SPP1		True	False	False	curated	True	0.306							1.521	1.708				1.836		2.166							1.447							1.607	2.659	2.096			2.787		3.117					1.611		1.941	1.369				1.497		1.827
CPI-SS09A3FA737	NAMPT_P2RY6	simple:P43490	simple:Q15077	NAMPT	P2RY6	True	False	True	IMEx,IntAct	False	0.306			3.649		4.653	3.719	3.68					4.333							3.753							3.902					3.735		4.739	3.805	3.766										3.738		4.742	3.808	3.768
CPI-SC0D9B795CC	CDH1_a2b1 complex	simple:P12830	complex:a2b1 complex	CDH1		False	False	False	curated	True	0.306									3.319	3.486	3.591		3.142	2.818		3.165	3.331	3.436		2.987	2.663		3.209	3.376	3.481		3.032	2.708																					
CPI-SS0F3D40856	PGRMC2_CCL4L2	simple:O15173	simple:Q8NHW4	PGRMC2	CCL4L2	True	True	False	IMEx,IntAct	False	0.306					3.014			2.227				4.208		2.722	2.44	2.003			4.422		2.936	2.483	2.045			4.464		2.978					3.152							3.697							3.427		
CPI-SS08920B6FF	PODXL_SELL	simple:O00592	simple:P14151	PODXL	SELL	False	False	False	curated	False	0.306								1.454				1.66		1.934	1.478				1.684		1.958	1.56				1.766		2.04	1.338				1.544		1.818	1.414				1.62		1.894							
CPI-SS0179FBFD3	TNFRSF10A_TNFSF10	simple:O00220	simple:P50591	TNFRSF10A	TNFSF10	True	True	False	curated	False	0.306			3.082		3.265				3.348	3.599	3.122	3.782				2.964	3.215		3.398				3.292	3.543	3.066	3.725																			3.122		3.305		
CPI-SS0703338F5	LGALS9_CD44	simple:O00182	simple:P16070	LGALS9	CD44	True	False	True	InnateDB	False	0.306							4.669							4.628							4.323							4.429	4.931	5.387	5.475	5.644	5.786	4.686	6.33							4.499				4.35	4.493		5.036
CPI-SS0A83A7E30	TNFSF13_FAS	simple:O75888	simple:P25445	TNFSF13	FAS	True	False	True	I2D,InnateDB-All	False	0.306								1.538				1.52		1.662	1.383						1.507	1.639				1.62	1.492	1.763	1.964	1.596		1.395	1.946	1.818	2.088														
CPI-SS0E7D5974D	TNF_TNFRSF1B	simple:P01375	simple:P20333	TNF	TNFRSF1B	True	False	True	curated	False	0.306	1.833	1.763			2.32		2.496	1.66	1.59			2.148		2.324												1.593		1.769	1.648				2.135		2.311												1.738		1.914
CPI-SS0C28FEC7D	TNFSF13_TNFRSF14	simple:O75888	simple:Q92956	TNFSF13	TNFRSF14	True	False	True	I2D,InnateDB-All	False	0.306												1.529		1.12					1.374			1.11	1.016			1.629		1.221	1.435	1.341	1.169	1.221	1.955	1.509	1.546												1.246		
CPI-SS02EF3E1BA	TNFSF12_TNFRSF12A	simple:O43508	simple:Q9NP84	TNFSF12	TNFRSF12A	True	False	True	curated	False	0.306									1.936		1.664		1.783			1.827		1.555		1.675			1.954		1.682		1.801			2.442		2.171		2.29			2.098		1.826		1.945								
CPI-SS04B4619D0	TNF_TNFRSF1A	simple:P01375	simple:P19438	TNF	TNFRSF1A	True	False	True	curated	False	0.327		2.726	2.103	2.513	2.425	2.599			2.553	1.93	2.34	2.252	2.426										1.999							2.541		2.328	2.24	2.414										2.143					
CPI-SS0F9B3B259	TNFSF13_TNFRSF1A	simple:O75888	simple:P19438	TNFSF13	TNFRSF1A	True	False	True	I2D,InnateDB-All	False	0.327									1.89		1.676	1.589	1.762			1.735		1.522					1.99		1.777	1.69	1.863			2.316	1.693	2.103	2.015	2.189										1.607					
CPI-SS0DEDA3567	TNFSF10_RIPK1	simple:P50591	simple:Q13546	TNFSF10	RIPK1	True	False	True	InnateDB-All	False	0.327									3.268	2.947	2.894				3.042	3.519	3.198	3.145	2.996		3.156		3.042						3.225	3.702	3.381	3.328	3.179		3.339														
CPI-SS03339363E	HLA-E_KLRK1	simple:P13747	simple:P26718	HLA-E	KLRK1	False	False	True	curated	False	0.327	3.508		3.409		3.669		5.093							4.564							3.359							3.913	4.138		4.039		4.299		5.723							4.719	4.086		3.987		4.246		5.67
CPI-SS0F00D756A	CD40_TNFSF13B	simple:P25942	simple:Q9Y275	CD40	TNFSF13B	True	True	False	I2D,InnateDB	False	0.327		2.42	2.26	2.335	4.116	2.768	2.476					2.317														2.163				1.771	1.612	1.686	3.467	2.119	1.828					2.271							2.534		
CPI-SS0B99F22A2	JAG1_NOTCH3	simple:P78504	simple:Q9UM47	JAG1	NOTCH3	False	False	True	curated	False	0.327									1.006	1.215	1.2		1.05				0.993	0.978					0.944	1.153	1.138						1.131	1.116					0.992	1.201	1.186						0.948	0.933			
CPI-SS07CCAD9BF	GRN_SORT1	simple:P28799	simple:Q99523	GRN	SORT1	True	False	True	IMEx,InnateDB-All,MINT	False	0.327									2.815		2.913					3.084	2.833	3.183					2.891		2.989				3.314	4.405	4.153	4.503	3.582	3.826	3.445		3.277		3.375										
CPI-SS076D8415B	CCL3_IDE	simple:P10147	simple:P14735	CCL3	IDE	True	False	True	IMEx,InnateDB-All,MINT	False	0.327	1.972	2.012	2.623	2.108																									3.991	4.032	4.642	4.128	3.493	3.222	3.819								2.392	2.432	3.043	2.528			2.219
CPI-SS0795802F6	CCL4_SLC7A1	simple:P13236	simple:P30825	CCL4	SLC7A1	True	False	True	IMEx,IntAct	False	0.327	1.725			1.713																									3.931	3.753	3.645	3.919	3.324	3.601	3.698								2.67	2.492	2.384	2.658	2.063	2.34	2.437
CPI-SC0F4AC5AA2	ICAM1_aLb2 complex	simple:P05362	complex:aLb2 complex	ICAM1		False	True	False	curated	True	0.327	1.534				1.75		2.418					1.414		2.083							1.677							1.763	2.146	1.726			2.362	1.538	3.031	1.48				1.696		2.365							1.778
CPI-SS0898D7F7F	TNFRSF10B_TNFSF10	simple:O14763	simple:P50591	TNFRSF10B	TNFSF10	True	True	False	curated	False	0.347		3.157	3.408		3.591				3.486	3.737	3.261	3.92					3.166		3.349				3.324	3.575	3.098	3.758					3.307		3.49												3.385		3.568		
CPI-SS09C4FCB90	ICAM1_SPN	simple:P05362	simple:P16150	ICAM1	SPN	False	True	False	curated	False	0.347	1.437	1.002			1.579		1.891	1.102				1.244		1.556							1.15							1.236	2.05	1.615			2.192		2.504	1.383				1.525		1.837							1.251
CPI-SS06AA638A8	CD72_SEMA4D	simple:P21854	simple:Q92854	CD72	SEMA4D	False	False	True	curated	False	0.347	3.104	2.119	2.262	2.122	2.716		3.342	1.988						2.226	1.91						2.148	2.051						2.289	2.191						2.429							2.189	2.126						2.365
CPI-SC0D5CFA431	TGFB3_TGFbeta receptor1	simple:P10600	complex:TGFbeta receptor1	TGFB3		True	False	True	curated	False	0.347												1.364			1.503	1.144		1.195	1.919	1.686	1.242	1.345				1.76	1.528									2.046	1.687	1.588	1.738	2.462	2.229	1.785							
CPI-SS0DA033F03	TNFRSF1A_GRN	simple:P19438	simple:P28799	TNFRSF1A	GRN	True	True	False	IMEx,InnateDB-All,MINT	False	0.347									2.981	3.251	3.057	4.571	3.444						3.948					3.038	2.844	4.358	3.23				2.95		4.27	3.143				3.124		4.444	3.316						3.471		
CPI-SS08B7D54A3	TNF_FAS	simple:P01375	simple:P25445	TNF	FAS	True	False	True	InnateDB-All	False	0.347	2.374	2.006		1.805	2.356	2.228	2.498	2.202	1.834			2.183	2.055	2.326														1.771	2.189				2.171	2.043	2.313														1.915
CPI-SC0A9EB628A	VCAM1_a4b1 complex	simple:P19320	complex:a4b1 complex	VCAM1		False	False	False	curated	True	0.347								1.012				1.14		1.47								0.815				0.943		1.273	1.601	1.038			1.729		2.059	1.631	1.068			1.76		2.089	1.207				1.335		1.665
CPI-SS0D46E2B45	TGFB3_TGFBR3	simple:P10600	simple:Q03167	TGFB3	TGFBR3	True	False	True	curated	False	0.347															0.969	1.246		1.085	1.119	1.295	1.256		1.088		0.927	0.961	1.136	1.097								1.512	1.789		1.628	1.662	1.838	1.799							
CPI-SS00A6D366F	ADORA2A_NAMPT	simple:P29274	simple:P43490	ADORA2A	NAMPT	True	True	False	I2D,IMEx,InnateDB-All,MINT	False	0.347	4.023	3.703			4.109		4.112	3.541				3.627		3.63	3.633				3.719		3.722	3.548						3.637	3.593						3.682								3.757				3.843		3.846
CPI-SS034D36D2F	HLA-C_FAM3C	simple:HLAC	simple:Q92520	HLA-C	FAM3C	True	True	False	InnateDB-All	False	0.347	4.324							4.837	4.445													4.522							5.738	5.346	4.94	4.982		4.736		4.611							5.837	5.445	5.04	5.081	4.403	4.835	4.503
CPI-SS0A9FB762A	LGALS9_PTPRK	simple:O00182	simple:Q15262	LGALS9	PTPRK	True	False	True	InnateDB-All	False	0.367		2.697		2.224					2.656		2.183					2.351							2.456		1.984				2.477	4.358	3.493	3.885	2.541	3.256	2.533		2.527							3.064	2.2	2.592			
CPI-SS083CBFACD	MDK_SORL1	simple:P21741	simple:Q92673	MDK	SORL1	True	False	True	InnateDB-All	False	0.367								3.377	2.383		2.506	2.557			3.642	2.648	2.543	2.77	2.822		2.459	3.446	2.452		2.574	2.626										3.732	2.739		2.861	2.912									
CPI-SS0EBFE1854	EFNA1_EPHA4	simple:P20827	simple:P54764	EFNA1	EPHA4	True	False	True	curated	False	0.367								3.892	3.878		3.81	3.964	4.001	3.936	3.357	3.344		3.276	3.429	3.466	3.402	3.834	3.821		3.753	3.906	3.943	3.879																					
CPI-SS01A07768A	CD46_JAG1	simple:P15529	simple:P78504	CD46	JAG1	False	True	False	curated	False	0.367									4.299	4.078	4.237	4.216	4.286	4.033		4.385	4.164	4.323	4.302	4.371	4.118		4.341	4.119	4.279	4.257	4.327	4.074																					
CPI-SC096929DB0	FN1_aVb1 complex	simple:P02751	complex:aVb1 complex	FN1		True	False	False	curated	True	0.367									2.547		2.459		2.77			2.21													3.04	4.195	3.716	4.107	3.631	4.418	3.332	3.075	4.23	3.751	4.143	3.666	4.454	3.367							
CPI-SS080611C5B	ALOX5_ALOX5AP	simple:P09917	simple:P20292	ALOX5	ALOX5AP	False	False	False	guidetopharmacology.org	False	0.367	3.678				3.967		4.205	2.959				3.248		3.486								2.98				3.268		3.506	3.973				4.262		4.499	3.246				3.535		3.772	2.907				3.196		3.434
CPI-SS0DE0A486F	NRP1_VEGFA	simple:O14786	simple:P15692	NRP1	VEGFA	True	True	False	curated	False	0.388									2.639		2.255					2.551		2.167					2.675	2.018	2.291					3.827	3.17	3.443	2.296				3.996	3.339	3.612	2.465	2.364			2.923	2.266	2.539			
CPI-SS0C1BD22BC	SPP1_PTGER4	simple:P10451	simple:P35408	SPP1	PTGER4	True	False	True	IMEx,MINT	False	0.388					1.886			1.752	1.336			2.531		1.975					1.812							1.972		1.416	2.704	2.287	1.979	2.053	3.482	2.187	2.926					2.306		1.75					2.192		1.636
CPI-SS05D23BCE8	HLA-DPB1_TNFSF13B	simple:HLADPB1	simple:Q9Y275	HLA-DPB1	TNFSF13B	True	True	False	InnateDB-All	False	0.408		4.828	4.669	4.743	6.524	5.176	4.885					3.686																		4.7	4.54	4.615	6.396	5.048	4.756					3.342				3.315	3.156	3.23	5.011	3.663	3.372
CPI-SS006C6537E	MDK_LRP1	simple:P21741	simple:Q07954	MDK	LRP1	True	False	True	I2D,InnateDB-All	False	0.408									1.878	1.853	1.923	2.149	2.812			2.143	2.118	2.188	2.414	3.076			1.947	1.921	1.992	2.218	2.88										2.233	2.208	2.278	2.504	3.167								
CPI-SS0ABC5C1B8	CD74_MIF	simple:P04233	simple:P14174	CD74	MIF	True	True	False	I2D,InnateDB-All	False	0.408	9.204	10.652	10.625	10.611	9.45	10.131	9.467																						9.446	10.894	10.866	10.853	9.692	10.373	9.709									9.676	9.648	9.635	8.474	9.154	8.491
CPI-SC08B2AD7C6	FN1_a5b1 complex	simple:P02751	complex:a5b1 complex	FN1		True	False	False	curated	True	0.408												2.084	2.022	1.662					1.748	1.685						1.585			2.889	3.149	2.869	3.083	3.733	3.67	3.311	2.924	3.184	2.904	3.119	3.768	3.706	3.346							
CPI-SS09808DEAE	CD74_APP	simple:P04233	simple:P05067	CD74	APP	False	True	False	curated	False	0.429	6.329	7.462	7.387	7.661	7.023	7.883	6.838																						6.571	7.704	7.629	7.903	7.265	8.125	7.08								5.353	6.486	6.411	6.685	6.047	6.907	5.862
CPI-SS0E9A581F8	ICAM1_ITGAL	simple:P05362	simple:P20701	ICAM1	ITGAL	False	True	True	curated	False	0.429	2.466				1.75		2.422	2.13				1.414		2.086	1.724						1.68	1.81						1.767	3.078	1.756		1.574	2.362	1.538	3.034	2.412				1.696		2.368	1.825						1.782
CPI-SS028784FC6	HLA-DPA1_TNFSF9	simple:HLADPA1	simple:P41273	HLA-DPA1	TNFSF9	True	True	False	InnateDB-All	False	0.429	5.311	5.023	4.766	4.836	5.174	4.75	4.887																						5.4	5.113	4.855	4.925	5.264	4.84	4.976								3.943	3.655	3.397	3.467	3.806	3.382	3.518
CPI-SS0302E8E8F	CD74_COPA	simple:P04233	simple:P53621	CD74	COPA	True	True	False	IMEx,IntAct	False	0.429	8.244	8.973	8.445	8.637	8.142	7.87	8.024																						8.486	9.215	8.687	8.879	8.384	8.112	8.266								7.268	7.997	7.469	7.661	7.166	6.894	7.048
CPI-SS02ACCF1F7	MIF_TNFRSF14	simple:P14174	simple:Q92956	MIF	TNFRSF14	True	False	True	I2D,IntAct	False	0.449								4.923	4.828	4.656	4.708	5.442	4.996	5.033	4.895	4.8	4.628	4.68	5.414	4.968	5.005	4.881	4.787	4.614	4.667	5.4	4.954	4.992												4.92									
CPI-SS0D9EFC4F7	GNRH1_GNRHR	simple:P01148	simple:P30968	GNRH1	GNRHR	True	False	True	I2D	False	1.449																																																	
CPI-SS02B285B4D	EPHA8_EFNA4	simple:P29322	simple:P52798	EPHA8	EFNA4	True	True	False	curated	False	1.449																																																	
CPI-SS0B9DC75DD	TNFSF14_TNFRSF6B	simple:O43557	simple:O95407	TNFSF14	TNFRSF6B	True	False	False	curated	False	1.449																																																	
CPI-SS08B94BEB2	DSC1_DSG2	simple:Q08554	simple:Q14126	DSC1	DSG2	False	False	False	curated	False	1.449																																																	
CPI-SS0B337B316	TEK_ANGPT1	simple:Q02763	simple:Q15389	TEK	ANGPT1	True	True	False	curated	False	1.449																																																	
CPI-SS031E35270	RLN3_RXFP1	simple:Q8WXF3	simple:Q9HBX9	RLN3	RXFP1	True	False	True	guidetopharmacology.org	False	1.449																																																	
CPI-SS08805BBC2	INSL3_RXFP1	simple:P51460	simple:Q9HBX9	INSL3	RXFP1	True	False	True	guidetopharmacology.org	False	1.449																																																	
CPI-SS029C6E8FA	TNFSF15_TNFRSF6B	simple:O95150	simple:O95407	TNFSF15	TNFRSF6B	True	False	False	curated	False	1.449																																																	
CPI-SS04C396C5D	VGF_NTRK1	simple:O15240	simple:P04629	VGF	NTRK1	True	False	True	InnateDB-All	False	1.449																																																	
CPI-SS0FAE75A75	RLN1_RXFP1	simple:P04808	simple:Q9HBX9	RLN1	RXFP1	True	False	True	guidetopharmacology.org	False	1.449																																																	
CPI-SS052127A00	NGF_NTRK1	simple:P01138	simple:P04629	NGF	NTRK1	True	False	True	curated	False	1.449																																																	
CPI-SS0EDD4928A	NGF_NGFR	simple:P01138	simple:P08138	NGF	NGFR	True	False	True	curated	False	1.449																																																	
CPI-SS08B85996F	TTR_NGFR	simple:P02766	simple:P08138	TTR	NGFR	True	False	True	IMEx,InnateDB-All,MINT	False	1.449																																																	
CPI-SS0879B8E95	CD160_TNFRSF14	simple:O95971	simple:Q92956	CD160	TNFRSF14	False	True	True	curated	False	1.449																																																	
CPI-SS00BBA318F	TEK_ANGPT4	simple:Q02763	simple:Q9Y264	TEK	ANGPT4	True	True	False	curated	False	1.449																																																	
CPI-SS045EC4F7D	RLN2_RXFP1	simple:P04090	simple:Q9HBX9	RLN2	RXFP1	True	False	True	guidetopharmacology.org	False	1.449																																																	
CPI-SS083E7D88C	CRHR2_UCN2	simple:Q13324	simple:Q96RP3	CRHR2	UCN2	True	True	False	guidetopharmacology.org	False	1.449																																																	
CPI-SS01963C4CA	TG_ASGR1	simple:P01266	simple:P07306	TG	ASGR1	True	False	True	I2D	False	1.449																																																	
CPI-SS0ACD3CCEE	GH1_GHR	simple:P01241	simple:P10912	GH1	GHR	True	False	True	guidetopharmacology.org	False	1.449																																																	
CPI-SS032AD1183	NPPA_NPR1	simple:P01160	simple:P16066	NPPA	NPR1	True	False	True	guidetopharmacology.org	False	1.449																																																	
CPI-SS09000F32A	DSG1_DSC3	simple:Q02413	simple:Q14574	DSG1	DSC3	False	False	False	curated	False	1.449																																																	
CPI-SS033180726	CGA_LHCGR	simple:P01215	simple:P22888	CGA	LHCGR	True	False	True	I2D,InnateDB-All	False	1.449																																																	
CPI-SS0DF162C10	EPHA8_EFNA3	simple:P29322	simple:P52797	EPHA8	EFNA3	False	True	False	curated	False	1.449																																																	
CPI-SS04BE14432	INHBC_ACVR2B	simple:P55103	simple:Q13705	INHBC	ACVR2B	True	False	True	curated	False	1.449																																																	
CPI-SS00689751B	PRL_PRLR	simple:P01236	simple:P16471	PRL	PRLR	True	False	True	I2D,IMEx,InnateDB,IntAct	False	1.449																																																	
CPI-SS09E3F5044	EFNA5_EPHA5	simple:P52803	simple:P54756	EFNA5	EPHA5	False	False	True	curated	False	1.449																																																	
CPI-SS0008137B6	EFNA4_EPHA5	simple:P52798	simple:P54756	EFNA4	EPHA5	True	False	True	curated	False	1.449																																																	
CPI-SS079EF5D9C	EFNA3_EPHA5	simple:P52797	simple:P54756	EFNA3	EPHA5	False	False	True	curated	False	1.449																																																	
CPI-SS02EF37382	RLN3_RXFP3	simple:Q8WXF3	simple:Q9NSD7	RLN3	RXFP3	True	False	True	guidetopharmacology.org	False	1.449																																																	
CPI-SS09CCC0451	INHBE_ACVR2B	simple:P58166	simple:Q13705	INHBE	ACVR2B	True	False	True	curated	False	1.449																																																	
CPI-SS0A606E2DA	GH1_PRLR	simple:P01241	simple:P16471	GH1	PRLR	True	False	True	I2D,InnateDB-All,IntAct	False	1.449																																																	
CPI-SS0F8DE3306	RLN2_RXFP3	simple:P04090	simple:Q9NSD7	RLN2	RXFP3	True	False	True	guidetopharmacology.org	False	1.449																																																	
CPI-SS0762B455F	EFNA1_EPHA5	simple:P20827	simple:P54756	EFNA1	EPHA5	True	False	True	curated	False	1.449																																																	
CPI-SS037E6BEDF	EFNA1_EPHA8	simple:P20827	simple:P29322	EFNA1	EPHA8	True	False	True	curated	False	1.449																																																	
CPI-SS0830C7910	EFNA2_EPHA8	simple:O43921	simple:P29322	EFNA2	EPHA8	False	False	True	curated	False	1.449																																																	
CPI-SS09CA492BA	EFNA1_EPHA3	simple:P20827	simple:P29320	EFNA1	EPHA3	True	False	True	curated	False	1.449																																																	
CPI-SS0C875BA24	EFNA2_EPHA3	simple:O43921	simple:P29320	EFNA2	EPHA3	True	False	True	curated	False	1.449																																																	
CPI-CS0C57A3081	PlexinA1_complex1_SEMA6D	complex:PlexinA1_complex1	simple:Q8NFY4		SEMA6D	False	True	False	curated	False	1.449																																																	
CPI-CS0123BC66C	PlexinA1_complex2_SEMA6D	complex:PlexinA1_complex2	simple:Q8NFY4		SEMA6D	False	True	False	curated	False	1.449																																																	
CPI-SS036437279	DSG1_DSC2	simple:Q02413	simple:Q02487	DSG1	DSC2	False	False	False	curated	False	1.449																																																	
CPI-SS041888D39	EPHA3_EFNA4	simple:P29320	simple:P52798	EPHA3	EFNA4	True	True	False	curated	False	1.449																																																	
CPI-SS062307CFE	DSG1_DSC1	simple:Q02413	simple:Q08554	DSG1	DSC1	False	False	False	curated	False	1.449																																																	
CPI-SS06CF55F94	INSL3_RXFP2	simple:P51460	simple:Q8WXD0	INSL3	RXFP2	True	False	True	guidetopharmacology.org	False	1.449																																																	
CPI-SS0D81D9F5E	EFNA2_EPHA5	simple:O43921	simple:P54756	EFNA2	EPHA5	False	False	True	curated	False	1.449																																																	
CPI-SS0A81A3626	WNT7A_LDLR	simple:O00755	simple:P01130	WNT7A	LDLR	True	False	True	InnateDB-All	False	1.449																																																	
CPI-SS07DFEBFA8	GPR19_ENHO	simple:Q15760	simple:Q6UWT2	GPR19	ENHO	True	True	False	guidetopharmacology.org	False	1.449																																																	
CPI-SS066FBE098	IL13_IL13RA2	simple:P35225	simple:Q14627	IL13	IL13RA2	True	False	True	curated	False	1.449																																																	
CPI-SC047CEF2DD	CRLF2_TSLPR	simple:Q9HC73	complex:TSLPR	CRLF2		True	True	True	curated	False	1.449																																																	
CPI-SS08C411721	CEACAM8_CEACAM6	simple:P31997	simple:P40199	CEACAM8	CEACAM6	False	False	False	curated	False	1.449																																																	
CPI-SS047232C64	DLL1_NOTCH3	simple:O00548	simple:Q9UM47	DLL1	NOTCH3	False	False	True	curated	False	1.449																																																	
CPI-SS0D37C7C70	DLK1_NOTCH4	simple:P80370	simple:Q99466	DLK1	NOTCH4	False	False	True	curated	False	1.449																																																	
CPI-SS04C672963	ESAM_ESAM	simple:Q96AP7	simple:Q96AP7	ESAM	ESAM	False	False	False	curated	False	1.449																																																	
CPI-SS0FB5FE587	DLL1_NOTCH4	simple:O00548	simple:Q99466	DLL1	NOTCH4	False	False	True	curated	False	1.449																																																	
CPI-SS0E1A8414D	DLK1_NOTCH2	simple:P80370	simple:Q04721	DLK1	NOTCH2	False	False	True	curated	False	1.449																																																	
CPI-SS0E654708F	UCN_CRHR2	simple:P55089	simple:Q13324	UCN	CRHR2	True	False	True	guidetopharmacology.org	False	1.449																																																	
CPI-SS0CCDBBBC0	CEACAM1_CEACAM8	simple:P13688	simple:P31997	CEACAM1	CEACAM8	True	False	False	curated	False	1.449																																																	
CPI-SS0423580E5	DLL1_NOTCH2	simple:O00548	simple:Q04721	DLL1	NOTCH2	False	False	True	curated	False	1.449																																																	
CPI-SS0A683CBC1	WNT7B_FZD10	simple:P56706	simple:Q9ULW2	WNT7B	FZD10	True	False	True	curated	False	1.449																																																	
CPI-SS05BE83BC6	CSF1R_CSF3	simple:P07333	simple:P09919	CSF1R	CSF3	True	True	False	guidetopharmacology.org	False	1.449																																																	
CPI-SS0D449DE26	MLNR_GHRL	simple:O43193	simple:Q9UBU3	MLNR	GHRL	True	True	False	I2D,InnateDB-All	False	1.449																																																	
CPI-SS08C78576B	GPHA2_EPHA6	simple:Q96T91	simple:Q9UF33	GPHA2	EPHA6	True	False	True	InnateDB-All	False	1.449																																																	
CPI-SS0A69F13A3	WNT4_SMO	simple:P56705	simple:Q99835	WNT4	SMO	True	False	True	I2D	False	1.449																																																	
CPI-SS042EB8C7A	TBXA2R_GHRL	simple:P21731	simple:Q9UBU3	TBXA2R	GHRL	True	True	False	InnateDB-All	False	1.449																																																	
CPI-SS0D8972B21	WNT1_RYK	simple:P04628	simple:P34925	WNT1	RYK	True	False	True	I2D	False	1.449																																																	
CPI-SS043E0F61D	PTGER3_GHRL	simple:P43115	simple:Q9UBU3	PTGER3	GHRL	True	True	False	InnateDB-All	False	1.449																																																	
CPI-SS05D406038	PTGIR_GHRL	simple:P43119	simple:Q9UBU3	PTGIR	GHRL	True	True	False	InnateDB-All	False	1.449																																																	
CPI-SS085C150CE	ACE2_GHRL	simple:Q9BYF1	simple:Q9UBU3	ACE2	GHRL	True	True	False	I2D	False	1.449																																																	
CPI-SS09C4988F8	PROS1_TYRO3	simple:P07225	simple:Q06418	PROS1	TYRO3	True	False	True	guidetopharmacology.org	False	1.449																																																	
CPI-SS0483CE4ED	PTHLH_PTH1R	simple:P12272	simple:Q03431	PTHLH	PTH1R	True	False	True	guidetopharmacology.org	False	1.449																																																	
CPI-SS058E608D0	PTHLH_PRLHR	simple:P12272	simple:P49683	PTHLH	PRLHR	True	False	True	guidetopharmacology.org	False	1.449																																																	
CPI-SS0EB136379	WNT1_CD36	simple:P04628	simple:P16671	WNT1	CD36	True	False	True	InnateDB	False	1.449																																																	
CPI-SS0B8083B44	WNT7B_FZD4	simple:P56706	simple:Q9ULV1	WNT7B	FZD4	True	False	True	curated	False	1.449																																																	
CPI-SS0893BD6B6	IL16_GRIN2C	simple:Q14005	simple:Q14957	IL16	GRIN2C	True	False	True	I2D	False	1.449																																																	
CPI-SC090068F7B	TSLP_TSLPR	simple:Q969D9	complex:TSLPR	TSLP		True	False	True	curated	False	1.449																																																	
CPI-SS0DFA98A14	CSF1R_IL34	simple:P07333	simple:Q6ZMJ4	CSF1R	IL34	True	True	False	curated	False	1.449																																																	
CPI-SS00D3CD86E	TTR_DDR1	simple:P02766	simple:Q08345	TTR	DDR1	True	False	True	I2D,IMEx,InnateDB-All,IntAct	False	1.449																																																	
