id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	Bcell|Bcell	Bcell|HighPseudotime_tumour	Bcell|LowPseudotime_tumour	Bcell|MidPseudotime_tumour	Bcell|Myeloid	Bcell|Stromal	Bcell|Tcell	HighPseudotime_tumour|Bcell	HighPseudotime_tumour|HighPseudotime_tumour	HighPseudotime_tumour|LowPseudotime_tumour	HighPseudotime_tumour|MidPseudotime_tumour	HighPseudotime_tumour|Myeloid	HighPseudotime_tumour|Stromal	HighPseudotime_tumour|Tcell	LowPseudotime_tumour|Bcell	LowPseudotime_tumour|HighPseudotime_tumour	LowPseudotime_tumour|LowPseudotime_tumour	LowPseudotime_tumour|MidPseudotime_tumour	LowPseudotime_tumour|Myeloid	LowPseudotime_tumour|Stromal	LowPseudotime_tumour|Tcell	MidPseudotime_tumour|Bcell	MidPseudotime_tumour|HighPseudotime_tumour	MidPseudotime_tumour|LowPseudotime_tumour	MidPseudotime_tumour|MidPseudotime_tumour	MidPseudotime_tumour|Myeloid	MidPseudotime_tumour|Stromal	MidPseudotime_tumour|Tcell	Myeloid|Bcell	Myeloid|HighPseudotime_tumour	Myeloid|LowPseudotime_tumour	Myeloid|MidPseudotime_tumour	Myeloid|Myeloid	Myeloid|Stromal	Myeloid|Tcell	Stromal|Bcell	Stromal|HighPseudotime_tumour	Stromal|LowPseudotime_tumour	Stromal|MidPseudotime_tumour	Stromal|Myeloid	Stromal|Stromal	Stromal|Tcell	Tcell|Bcell	Tcell|HighPseudotime_tumour	Tcell|LowPseudotime_tumour	Tcell|MidPseudotime_tumour	Tcell|Myeloid	Tcell|Stromal	Tcell|Tcell
CPI-SS0C6311D2D	CCL3L3_CCR3	simple:P16619	simple:P51677	CCL3L3	CCR3	True	False	True	curated	False	0.405	0.408	0.0	0.408	0.0	0.411	0.413	0.143	0.146	0.0	0.146	0.0	0.149	0.151	0.033	0.037	0.0	0.037	0.0	0.039	0.042	0.036	0.039	0.0	0.039	0.0	0.042	0.044	1.76	1.764	0.0	1.764	0.0	1.766	1.769	0.038	0.041	0.0	0.042	0.0	0.044	0.046	0.601	0.604	0.0	0.604	0.0	0.607	0.609
CPI-SS0F33890C0	CCL11_CCR3	simple:P51671	simple:P51677	CCL11	CCR3	True	False	True	curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.009	0.0	0.009	0.0	0.011	0.014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.322	0.326	0.0	0.326	0.0	0.329	0.331	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS08DA48A5A	CCL3_CCR1	simple:P10147	simple:P32246	CCL3	CCR1	True	False	True	curated	False	1.099	1.103	0.0	1.105	1.771	1.159	1.408	0.397	0.402	0.0	0.403	1.069	0.458	0.706	0.034	0.038	0.0	0.04	0.706	0.094	0.343	0.108	0.113	0.0	0.115	0.78	0.169	0.418	3.118	3.123	0.0	3.125	3.79	3.179	3.427	0.057	0.061	0.0	0.063	0.729	0.117	0.366	1.519	1.523	0.0	1.525	2.191	1.579	1.828
CPI-SS0A021DB6E	CCL5_CCR1	simple:P13501	simple:P32246	CCL5	CCR1	True	False	True	curated	False	0.301	0.306	0.0	0.308	0.973	0.362	0.611	0.337	0.342	0.0	0.344	1.009	0.398	0.647	0.117	0.121	0.0	0.123	0.789	0.177	0.426	0.18	0.184	0.0	0.186	0.852	0.24	0.489	2.268	2.273	0.0	2.274	2.94	2.329	2.577	0.782	0.787	0.0	0.789	1.455	0.843	1.092	2.674	2.679	0.0	2.68	3.346	2.735	2.983
CPI-SS0817CE2B3	CCL3L1_CCR1	simple:P16619	simple:P32246	CCL3L1	CCR1	True	False	True	curated	False	0.407	0.412	0.0	0.413	1.079	0.468	0.716	0.145	0.149	0.0	0.151	0.817	0.205	0.454	0.035	0.04	0.0	0.042	0.708	0.096	0.345	0.038	0.042	0.0	0.044	0.71	0.098	0.347	1.763	1.767	0.0	1.769	2.435	1.823	2.072	0.04	0.045	0.0	0.047	0.712	0.101	0.349	0.603	0.608	0.0	0.609	1.275	0.664	0.912
CPI-SS0817CE2B3	CCL3L3_CCR1	simple:P16619	simple:P32246	CCL3L3	CCR1	True	False	True	curated	False	0.407	0.412	0.0	0.413	1.079	0.468	0.716	0.145	0.149	0.0	0.151	0.817	0.205	0.454	0.035	0.04	0.0	0.042	0.708	0.096	0.345	0.038	0.042	0.0	0.044	0.71	0.098	0.347	1.763	1.767	0.0	1.769	2.435	1.823	2.072	0.04	0.045	0.0	0.047	0.712	0.101	0.349	0.603	0.608	0.0	0.609	1.275	0.664	0.912
CPI-SS08B249DBA	CCL2_CCR10	simple:P13500	simple:P46092	CCL2	CCR10	True	False	True	I2D	False	0.0	0.04	0.038	0.026	0.0	0.0	0.075	0.0	0.396	0.394	0.383	0.0	0.0	0.432	0.0	0.166	0.164	0.152	0.0	0.0	0.201	0.0	0.121	0.119	0.108	0.0	0.0	0.157	0.0	2.158	2.156	2.144	0.0	0.0	2.193	0.0	1.094	1.092	1.081	0.0	0.0	1.13	0.0	0.127	0.125	0.113	0.0	0.0	0.162
CPI-SS0F3BF2B34	CCL5_ACKR4	simple:P13501	simple:Q9NPB9	CCL5	ACKR4	True	False	True	I2D	False	0.43	0.359	0.341	0.384	0.0	0.721	0.3	0.466	0.395	0.377	0.42	0.0	0.757	0.336	0.245	0.175	0.157	0.2	0.0	0.536	0.116	0.308	0.238	0.22	0.263	0.0	0.599	0.179	2.396	2.326	2.308	2.351	0.0	2.688	2.267	0.911	0.84	0.822	0.865	0.0	1.202	0.781	2.803	2.732	2.714	2.757	0.0	3.094	2.673
CPI-SS0CB2E8B21	CCL11_ACKR4	simple:P51671	simple:Q9NPB9	CCL11	ACKR4	True	False	True	I2D	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.136	0.065	0.048	0.091	0.0	0.427	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.453	0.382	0.365	0.408	0.0	0.744	0.324	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0ECD9BB5E	CCL21_ACKR4	simple:O00585	simple:Q9NPB9	CCL21	ACKR4	True	False	True	curated	False	0.137	0.067	0.049	0.092	0.0	0.429	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.135	0.065	0.047	0.09	0.0	0.427	0.006	0.517	0.446	0.428	0.471	0.0	0.808	0.387	0.145	0.074	0.057	0.1	0.0	0.436	0.016	0.155	0.084	0.066	0.109	0.0	0.446	0.025
CPI-SS0CCD89E02	CCL25_ACKR4	simple:O15444	simple:Q9NPB9	CCL25	ACKR4	True	False	True	curated	False	0.141	0.071	0.053	0.096	0.0	0.432	0.012	0.165	0.094	0.076	0.119	0.0	0.456	0.035	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.187	0.117	0.099	0.142	0.0	0.479	0.058	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS083B5EBAB	CXCL13_ACKR4	simple:O43927	simple:Q9NPB9	CXCL13	ACKR4	True	False	True	curated	False	0.36	0.289	0.271	0.314	0.0	0.651	0.23	0.492	0.422	0.404	0.447	0.0	0.783	0.363	0.148	0.077	0.059	0.103	0.0	0.439	0.019	0.322	0.251	0.233	0.276	0.0	0.613	0.192	0.414	0.343	0.325	0.369	0.0	0.705	0.284	0.182	0.112	0.094	0.137	0.0	0.473	0.053	2.214	2.143	2.125	2.168	0.0	2.505	2.084
CPI-SS00AEC3818	CCL19_ACKR4	simple:Q99731	simple:Q9NPB9	CCL19	ACKR4	True	False	True	curated	False	0.184	0.114	0.096	0.139	0.0	0.476	0.055	0.233	0.162	0.145	0.188	0.0	0.524	0.104	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.173	0.102	0.085	0.128	0.0	0.464	0.044	0.684	0.613	0.595	0.638	0.0	0.975	0.554	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.245	0.175	0.157	0.2	0.0	0.536	0.116
CPI-SS0EA05941A	CCL5_CCR4	simple:P13501	simple:P51679	CCL5	CCR4	True	False	True	curated	False	0.3	0.332	0.308	0.3	0.299	0.0	0.807	0.336	0.368	0.344	0.336	0.335	0.0	0.843	0.116	0.147	0.123	0.116	0.115	0.0	0.623	0.179	0.21	0.186	0.179	0.177	0.0	0.686	2.267	2.299	2.274	2.267	2.266	0.0	2.774	0.782	0.813	0.789	0.781	0.78	0.0	1.288	2.673	2.705	2.68	2.673	2.672	0.0	3.18
CPI-SS052B38F1C	CCL22_CCR4	simple:O00626	simple:P51679	CCL22	CCR4	True	False	True	curated	False	0.264	0.295	0.271	0.263	0.262	0.0	0.77	0.311	0.343	0.318	0.311	0.31	0.0	0.818	0.049	0.08	0.056	0.049	0.047	0.0	0.556	0.077	0.108	0.084	0.077	0.076	0.0	0.584	0.422	0.454	0.429	0.422	0.421	0.0	0.929	0.01	0.041	0.017	0.009	0.008	0.0	0.516	0.204	0.236	0.212	0.204	0.203	0.0	0.711
CPI-SS04641FE5F	CCL3L1_DPP4	simple:P16619	simple:P27487	CCL3L1	DPP4	True	False	True	I2D	False	0.432	0.448	0.431	0.411	0.545	0.883	0.794	0.17	0.186	0.169	0.149	0.282	0.62	0.532	0.061	0.076	0.06	0.039	0.173	0.511	0.422	0.063	0.078	0.062	0.042	0.175	0.513	0.424	1.788	1.803	1.787	1.766	1.9	2.238	2.149	0.066	0.081	0.064	0.044	0.178	0.516	0.427	0.628	0.644	0.627	0.607	0.741	1.079	0.99
CPI-SS04641FE5F	CCL3L3_DPP4	simple:P16619	simple:P27487	CCL3L3	DPP4	True	False	True	I2D	False	0.432	0.448	0.431	0.411	0.545	0.883	0.794	0.17	0.186	0.169	0.149	0.282	0.62	0.532	0.061	0.076	0.06	0.039	0.173	0.511	0.422	0.063	0.078	0.062	0.042	0.175	0.513	0.424	1.788	1.803	1.787	1.766	1.9	2.238	2.149	0.066	0.081	0.064	0.044	0.178	0.516	0.427	0.628	0.644	0.627	0.607	0.741	1.079	0.99
CPI-SS0AEC33FF1	CCL22_DPP4	simple:O00626	simple:P27487	CCL22	DPP4	True	False	True	curated	False	0.29	0.305	0.289	0.268	0.402	0.74	0.651	0.337	0.353	0.336	0.316	0.45	0.788	0.699	0.075	0.09	0.074	0.054	0.187	0.525	0.436	0.103	0.119	0.102	0.082	0.216	0.554	0.465	0.448	0.464	0.447	0.427	0.561	0.899	0.81	0.036	0.051	0.035	0.014	0.148	0.486	0.397	0.231	0.246	0.23	0.209	0.343	0.681	0.592
CPI-SS0CC738ABC	CXCL11_DPP4	simple:O14625	simple:P27487	CXCL11	DPP4	True	False	True	curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.183	0.198	0.182	0.161	0.295	0.633	0.544	0.047	0.063	0.046	0.026	0.159	0.497	0.409	0.043	0.058	0.042	0.021	0.155	0.493	0.404	1.164	1.18	1.163	1.143	1.277	1.615	1.526	0.414	0.43	0.413	0.393	0.526	0.864	0.775	0.081	0.096	0.08	0.059	0.193	0.531	0.442
CPI-SS0FDAB7BA8	CXCL10_DPP4	simple:P02778	simple:P27487	CXCL10	DPP4	True	False	True	curated	False	0.3	0.315	0.299	0.278	0.412	0.75	0.661	1.114	1.129	1.113	1.092	1.226	1.564	1.475	0.104	0.119	0.103	0.082	0.216	0.554	0.465	0.301	0.316	0.3	0.279	0.413	0.751	0.662	2.968	2.984	2.967	2.947	3.081	3.419	3.33	1.26	1.275	1.259	1.238	1.372	1.71	1.621	0.563	0.578	0.562	0.541	0.675	1.013	0.924
CPI-SS018B35889	GIP_DPP4	simple:P09681	simple:P27487	GIP	DPP4	True	False	True	InnateDB-All,MINT	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.125	0.14	0.123	0.103	0.237	0.575	0.486	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0FAE7ABEF	PYY_DPP4	simple:P10082	simple:P27487	PYY	DPP4	True	False	True	InnateDB-All,MINT	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.068	0.083	0.067	0.046	0.18	0.518	0.429	0.17	0.185	0.169	0.148	0.282	0.62	0.531	0.161	0.176	0.16	0.139	0.273	0.611	0.522	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0D377BBBF	ADCYAP1_DPP4	simple:P18509	simple:P27487	ADCYAP1	DPP4	True	False	True	InnateDB-All,MINT	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.061	0.076	0.06	0.039	0.173	0.511	0.422	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0CDAC688B	CXCL2_DPP4	simple:P19875	simple:P27487	CXCL2	DPP4	True	False	True	curated	False	0.121	0.136	0.12	0.1	0.233	0.571	0.482	0.892	0.907	0.891	0.871	1.004	1.342	1.253	0.237	0.252	0.236	0.215	0.349	0.687	0.598	0.397	0.413	0.396	0.376	0.509	0.847	0.758	2.087	2.103	2.086	2.066	2.199	2.537	2.449	0.42	0.436	0.419	0.399	0.533	0.871	0.782	0.321	0.336	0.32	0.3	0.433	0.771	0.682
CPI-SS09FAC4977	CXCL11_CXCR3	simple:O14625	simple:P49682	CXCL11	CXCR3	True	False	True	curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.371	0.313	0.184	0.27	0.491	0.0	1.168	0.235	0.178	0.048	0.135	0.356	0.0	1.033	0.231	0.173	0.044	0.13	0.352	0.0	1.028	1.353	1.295	1.165	1.252	1.473	0.0	2.15	0.602	0.544	0.415	0.502	0.723	0.0	1.4	0.269	0.211	0.082	0.168	0.389	0.0	1.066
CPI-SS080683E15	CXCL10_CXCR3	simple:P02778	simple:P49682	CXCL10	CXCR3	True	False	True	curated	False	0.488	0.43	0.301	0.387	0.608	0.0	1.285	1.302	1.244	1.115	1.201	1.422	0.0	2.099	0.292	0.234	0.105	0.191	0.412	0.0	1.089	0.489	0.431	0.302	0.388	0.61	0.0	1.286	3.156	3.099	2.969	3.056	3.277	0.0	3.954	1.448	1.39	1.261	1.347	1.569	0.0	2.245	0.751	0.693	0.564	0.65	0.872	0.0	1.548
CPI-SS0EFE0B07A	CXCL12_CXCR3	simple:P48061	simple:P49682	CXCL12	CXCR3	True	False	True	guidetopharmacology.org	False	0.226	0.168	0.039	0.125	0.346	0.0	1.023	0.309	0.251	0.122	0.209	0.43	0.0	1.106	0.364	0.307	0.177	0.264	0.485	0.0	1.162	0.268	0.211	0.081	0.168	0.389	0.0	1.066	0.894	0.837	0.707	0.794	1.015	0.0	1.692	1.49	1.432	1.303	1.389	1.611	0.0	2.287	0.225	0.167	0.038	0.124	0.346	0.0	1.022
CPI-SS08102DC9E	CXCL1_CXCR2	simple:P09341	simple:P25025	CXCL1	CXCR2	True	False	True	curated	False	0.019	0.029	0.0	0.0	0.0	0.0	0.061	1.558	1.568	0.0	0.0	0.0	0.0	1.6	0.151	0.161	0.0	0.0	0.0	0.0	0.193	0.505	0.515	0.0	0.0	0.0	0.0	0.547	1.021	1.031	0.0	0.0	0.0	0.0	1.063	0.446	0.456	0.0	0.0	0.0	0.0	0.488	0.287	0.297	0.0	0.0	0.0	0.0	0.329
CPI-SS0F562FEA5	CXCL2_CXCR2	simple:P19875	simple:P25025	CXCL2	CXCR2	True	False	True	curated	False	0.102	0.112	0.0	0.0	0.0	0.0	0.144	0.873	0.883	0.0	0.0	0.0	0.0	0.915	0.218	0.228	0.0	0.0	0.0	0.0	0.26	0.378	0.388	0.0	0.0	0.0	0.0	0.42	2.068	2.078	0.0	0.0	0.0	0.0	2.11	0.401	0.411	0.0	0.0	0.0	0.0	0.443	0.302	0.312	0.0	0.0	0.0	0.0	0.344
CPI-SS09185EA8F	CXCL3_CXCR2	simple:P19876	simple:P25025	CXCL3	CXCR2	True	False	True	curated	False	0.075	0.085	0.0	0.0	0.0	0.0	0.117	0.225	0.235	0.0	0.0	0.0	0.0	0.267	0.017	0.027	0.0	0.0	0.0	0.0	0.059	0.076	0.086	0.0	0.0	0.0	0.0	0.118	0.603	0.613	0.0	0.0	0.0	0.0	0.645	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.078	0.088	0.0	0.0	0.0	0.0	0.12
CPI-SS015B2F961	CALCA_CALCR	simple:P01258	simple:P30988	CALCA	CALCR	True	False	True	guidetopharmacology.org	False	0.0	0.0	0.043	0.037	0.064	0.0	0.0	0.0	0.0	0.079	0.072	0.1	0.0	0.0	0.0	0.0	0.035	0.028	0.056	0.0	0.0	0.0	0.0	0.009	0.003	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0F531DDEB	CALCA_CALCR	simple:P06881	simple:P30988	CALCA	CALCR	True	False	True	guidetopharmacology.org	False	0.0	0.0	0.043	0.037	0.064	0.0	0.0	0.0	0.0	0.079	0.072	0.1	0.0	0.0	0.0	0.0	0.035	0.028	0.056	0.0	0.0	0.0	0.0	0.009	0.003	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS07CF0C6E7	CALCB_CALCR	simple:P10092	simple:P30988	CALCB	CALCR	True	False	True	guidetopharmacology.org	False	0.0	0.0	0.009	0.002	0.03	0.0	0.0	0.0	0.0	0.099	0.093	0.12	0.0	0.0	0.0	0.0	0.081	0.074	0.102	0.0	0.0	0.0	0.0	0.042	0.035	0.063	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS06C0074BD	CCL21_CCR7	simple:O00585	simple:P32248	CCL21	CCR7	True	False	True	curated	False	2.22	0.553	0.093	0.313	0.828	0.09	1.769	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.218	0.551	0.091	0.311	0.826	0.088	1.767	2.599	0.932	0.472	0.692	1.208	0.469	2.148	2.227	0.56	0.1	0.321	0.836	0.097	1.776	2.237	0.57	0.11	0.33	0.846	0.107	1.786
CPI-SS039863E62	CCL25_CCR9	simple:O15444	simple:P51686	CCL25	CCR9	True	False	True	curated	False	0.0	0.023	0.025	0.0	0.0	0.0	0.0	0.0	0.046	0.049	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.069	0.071	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0C2437E0D	CXCL13_CXCR5	simple:O43927	simple:P32302	CXCL13	CXCR5	True	False	True	curated	False	1.98	0.63	0.568	0.64	0.629	0.411	0.695	2.112	0.762	0.7	0.772	0.761	0.543	0.828	1.768	0.418	0.356	0.428	0.417	0.199	0.484	1.942	0.591	0.53	0.602	0.59	0.373	0.657	2.034	0.684	0.622	0.694	0.683	0.465	0.75	1.803	0.452	0.39	0.462	0.451	0.233	0.518	3.834	2.484	2.422	2.494	2.483	2.265	2.55
CPI-SS0747FCACD	CXCL11_ACKR3	simple:O14625	simple:P25106	CXCL11	ACKR3	True	False	True	guidetopharmacology.org	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.311	0.361	0.457	0.351	0.214	0.496	0.156	0.176	0.226	0.321	0.216	0.078	0.361	0.02	0.171	0.221	0.317	0.211	0.074	0.356	0.016	1.293	1.343	1.439	1.333	1.195	1.478	1.137	0.543	0.593	0.688	0.582	0.445	0.727	0.387	0.209	0.259	0.355	0.249	0.112	0.394	0.054
CPI-SS062DED513	ADCYAP1_VIPR1	simple:P18509	simple:P32241	ADCYAP1	VIPR1	True	False	True	I2D	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.035	0.296	0.296	0.319	0.072	0.0	0.094	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS003AFD9BA	GHRH_VIPR1	simple:P01286	simple:P32241	GHRH	VIPR1	True	False	True	guidetopharmacology.org	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.017	0.278	0.278	0.3	0.053	0.0	0.076	0.021	0.282	0.282	0.305	0.058	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0EC70F078	SCT_VIPR1	simple:P09683	simple:P32241	SCT	VIPR1	True	False	True	I2D,InnateDB-All	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.011	0.272	0.272	0.295	0.047	0.0	0.07	0.034	0.295	0.295	0.318	0.07	0.0	0.093	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.049	0.31	0.309	0.332	0.085	0.0	0.108
CPI-SS02CCE14A7	ADCYAP1_VIPR2	simple:P18509	simple:P41587	ADCYAP1	VIPR2	True	False	True	I2D	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.035	0.047	0.0	0.13	0.0	0.086	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0445D021B	PYY_NPY5R	simple:P10082	simple:Q15761	PYY	NPY5R	True	False	True	I2D	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.152	0.0	0.0	0.0	0.0	0.0	0.0	0.143	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0C2000B56	PPY_NPY5R	simple:P01298	simple:Q15761	PPY	NPY5R	True	False	True	guidetopharmacology.org	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.115	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0A9F17199	PYY_NPY1R	simple:P10082	simple:P25929	PYY	NPY1R	True	False	True	guidetopharmacology.org	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.039	0.184	0.342	0.407	0.0	0.266	0.055	0.141	0.286	0.444	0.509	0.0	0.369	0.157	0.132	0.277	0.435	0.5	0.0	0.36	0.148	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0FEF2FF5D	PYY_NPY2R	simple:P10082	simple:P49146	PYY	NPY2R	True	False	True	guidetopharmacology.org	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.147	0.0	0.0	0.0	0.0	0.0	0.0	0.249	0.0	0.0	0.0	0.0	0.0	0.0	0.24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS04A7BCE8D	NPPA_NPR3	simple:P01160	simple:P17342	NPPA	NPR3	True	False	True	I2D,InnateDB-All	False	0.158	0.318	0.237	0.213	0.225	0.6	0.21	0.028	0.188	0.107	0.082	0.095	0.47	0.08	0.004	0.164	0.083	0.059	0.071	0.446	0.056	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.017	0.177	0.096	0.071	0.084	0.459	0.069	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.219	0.139	0.114	0.126	0.502	0.111
CPI-SS0230EE330	NPPA_NPR2	simple:P01160	simple:P20594	NPPA	NPR2	True	False	True	I2D,InnateDB-All	False	0.22	0.265	0.0	0.35	0.168	0.32	0.239	0.089	0.135	0.0	0.22	0.038	0.189	0.108	0.066	0.111	0.0	0.196	0.014	0.166	0.085	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.078	0.124	0.0	0.209	0.027	0.178	0.097	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.121	0.166	0.0	0.252	0.07	0.221	0.14
CPI-SS0133239EA	ADCYAP1_ADCYAP1R1	simple:P18509	simple:P41586	ADCYAP1	ADCYAP1R1	True	False	True	I2D,IMEx	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.032	0.035	0.0	0.032	0.037	0.032	0.032	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0BC7CD11B	LGALS9_MET	simple:O00182	simple:P08581	LGALS9	MET	True	False	True	InnateDB-All	False	0.96	1.119	0.879	1.097	0.0	0.713	0.761	0.919	1.078	0.839	1.057	0.0	0.672	0.72	0.614	0.773	0.533	0.751	0.0	0.367	0.415	0.72	0.879	0.639	0.857	0.0	0.473	0.521	2.621	2.78	2.541	2.759	0.0	2.374	2.422	0.79	0.949	0.71	0.928	0.0	0.544	0.592	1.328	1.486	1.247	1.465	0.0	1.081	1.129
CPI-SS0419B80C4	LGALS9_LRP1	simple:O00182	simple:Q07954	LGALS9	LRP1	True	False	True	InnateDB-All	False	0.753	0.791	0.765	0.836	1.062	1.724	0.706	0.712	0.75	0.725	0.795	1.021	1.684	0.666	0.407	0.445	0.419	0.49	0.716	1.378	0.36	0.513	0.551	0.525	0.596	0.822	1.484	0.466	2.414	2.452	2.427	2.497	2.723	3.386	2.368	0.583	0.621	0.596	0.666	0.892	1.555	0.537	1.12	1.159	1.133	1.204	1.429	2.092	1.074
