tumors	samples	score_emt	states
3966	LIHC	LIHC.TCGA.DD.A3A1.01A.11R.A213.07	-0.41436895283231	2
3967	LIHC	LIHC.TCGA.K7.A6G5.01A.11R.A311.07	-0.33766088647917	2
3968	LIHC	LIHC.TCGA.DD.AACQ.01A.11R.A41C.07	-0.580999666102598	2
3969	LIHC	LIHC.TCGA.DD.AADL.01A.11R.A41C.07	-0.949056833645856	2
3970	STAD	STAD.TCGA.CG.4462.01A.01R.1157.13	0.855261601652173	1
3971	THCA	THCA.TCGA.J8.A4HY.01A.11R.A250.07	-0.533290648513207	2
3972	PRAD	PRAD.TCGA.XK.AAJR.01A.11R.A41O.07	-1.16004531710658	2
3973	KIRC	KIRC.TCGA.EU.5905.01A.11R.1672.07	0.435872973922571	3
3974	OV	OV.TCGA.13.0893.01B.01R.1565.13	-0.439564652709258	2
3975	STAD	STAD.TCGA.KB.A93G.01A.11R.A39E.31	1.75549909915413	1
3976	COAD	COAD.TCGA.CM.5861.01A.01R.1653.07	-1.10208109716689	2
3977	PRAD	PRAD.TCGA.J4.A83K.01A.11R.A352.07	-0.40193066967326	2
3978	SKCM	SKCM.TCGA.IH.A3EA.01A.11R.A20F.07	1.66262349946113	3
3979	STAD	STAD.TCGA.BR.7715.01A.11R.2055.13	0.339693945637705	1
3980	PRAD	PRAD.TCGA.EJ.8474.01A.11R.2403.07	-0.472266652698395	2
3981	OV	OV.TCGA.24.2026.01A.01R.1567.13	-0.777161422185831	2
3982	SKCM	SKCM.TCGA.FW.A5DY.06A.11R.A311.07	1.88619857193197	3
3983	KIRP	KIRP.TCGA.DW.7842.01A.11R.A32Z.07	-1.06078435412193	2
3984	LIHC	LIHC.TCGA.KR.A7K0.01A.12R.A33R.07	0.411433397382828	2
3985	COAD	COAD.TCGA.F4.6855.01A.11R.1928.07	-0.347943819883437	1
3986	BLCA	BLCA.TCGA.DK.AA6Q.01A.11R.A39I.07	-0.211046418640451	1
3987	PRAD	PRAD.TCGA.KK.A7B4.01A.11R.A32O.07	-0.872752248356776	2
3988	UCEC	UCEC.TCGA.D1.A161.01A.11R.A118.07	-0.435972952873226	2
3989	THCA	THCA.TCGA.4C.A93U.01A.11R.A39I.07	-0.0667822000469671	1
3990	LIHC	LIHC.TCGA.FV.A3I0.01A.11R.A22L.07	-0.989395778333366	2
3991	BRCA	BRCA.TCGA.A7.A6VX.01A.12R.A33J.07	-0.485687722097883	1
3992	LUSC	LUSC.TCGA.56.A49D.01A.11R.A24H.07	-0.103397192041062	2
3993	BRCA	BRCA.TCGA.A2.A0CK.01A.11R.A22K.07	0.650240798790453	2
3994	UCEC	UCEC.TCGA.BS.A0TJ.01A.11R.A104.07	-0.26555315054269	2
3995	KIRC	KIRC.TCGA.CZ.4857.01A.01R.1305.07	1.06082279590507	3
3996	BRCA	BRCA.TCGA.E2.A10A.01A.21R.A115.07	-0.170656940091476	1
3997	BRCA	BRCA.TCGA.AQ.A1H2.01A.11R.A13Q.07	-0.950095661514244	2
3998	BRCA	BRCA.TCGA.E2.A15J.01A.11R.A12P.07	-0.467461834461118	2
3999	OV	OV.TCGA.13.1495.01A.01R.1565.13	-0.316878269859268	2
4000	PRAD	PRAD.TCGA.KK.A8I4.01A.11R.A36G.07	-0.449156581796801	1
4001	THCA	THCA.TCGA.J8.A3YG.01A.11R.A22U.07	-0.911008901503478	1
4002	PAAD	PAAD.TCGA.IB.7891.01A.11R.2204.07	0.410844716745962	1
4003	BRCA	BRCA.TCGA.AO.A12A.01A.21R.A115.07	-0.376234524600949	1
4004	LIHC	LIHC.TCGA.UB.A7MF.01A.11R.A33J.07	-0.491065656407654	2
4005	LIHC	LIHC.TCGA.DD.AAVQ.01A.11R.A41C.07	-0.413683319561771	2
4006	KIRP	KIRP.TCGA.P4.A5E8.01A.11R.A28H.07	0.0202382192506347	2
4007	LIHC	LIHC.TCGA.DD.AADI.01A.11R.A41C.07	0.0516146682137519	2
4008	PRAD	PRAD.TCGA.YL.A8SC.01A.11R.A37L.07	-1.05620589424014	2
4009	COAD	COAD.TCGA.AA.3530.01A.01R.1022.07	-0.544535431816326	2
4010	LIHC	LIHC.TCGA.MR.A8JO.01A.12R.A36F.07	0.944300626161799	3
4011	KIRC	KIRC.TCGA.AK.3458.01A.01R.1503.07	0.677550630182508	3
4012	THCA	THCA.TCGA.IM.A3U2.01A.21R.A22L.07	-0.54713711707984	2
4013	PRAD	PRAD.TCGA.HC.8261.01A.11R.2263.07	-0.495635596691861	2
4014	SKCM	SKCM.TCGA.WE.A8ZN.06A.11R.A37K.07	1.7847609851226	3
4015	STAD	STAD.TCGA.BR.6709.01A.11R.1884.13	2.70535242776586	3
4016	KIRC	KIRC.TCGA.B0.4710.01A.01R.1503.07	0.84398347227575	3
4017	KIRC	KIRC.TCGA.BP.4987.01A.01R.1334.07	1.43124020728506	3
4018	THCA	THCA.TCGA.DJ.A2QB.01A.11R.A19O.07	-0.513984538776602	2
4019	COAD	COAD.TCGA.G4.6310.01A.11R.1723.07	-1.45865436484891	2
4020	PRAD	PRAD.TCGA.ZG.A9L0.01A.11R.A41O.07	0.193995620486463	1
4021	LIHC	LIHC.TCGA.DD.A73G.01A.22R.A32O.07	-0.313726865543262	2
4022	KIRC	KIRC.TCGA.B8.4619.01A.02R.1325.07	-0.00295509422169254	2
4023	BRCA	BRCA.TCGA.BH.A0AY.01A.21R.A00Z.07	0.525212141080432	1
4024	BRCA	BRCA.TCGA.BH.A0AZ.01A.21R.A12P.07	0.89842948063674	1
4025	KIRP	KIRP.TCGA.Y8.A8RY.01A.11R.A37K.07	-0.427257459871494	2
4026	OV	OV.TCGA.24.1417.01A.01R.1565.13	-0.324290304033349	1
4027	THCA	THCA.TCGA.DJ.A13X.01A.11R.A10U.07	-0.67820886118492	2
4028	THYM	THYM.TCGA.ZB.A96C.01A.11R.A42S.07	1.33797710618371	3
4029	OV	OV.TCGA.23.1029.01B.01R.1567.13	-0.737861980866324	2
4030	SKCM	SKCM.TCGA.FR.A8YC.06A.11R.A37K.07	2.03921565550981	3
4031	KIRC	KIRC.TCGA.BP.5191.01A.01R.1426.07	0.495822146944087	3
4032	LUSC	LUSC.TCGA.77.A5FZ.01A.31R.A27Q.07	1.09123063093263	1
4033	THCA	THCA.TCGA.EL.A3T8.01A.21R.A22L.07	-0.462142807564148	2
4034	UVM	UVM.TCGA.VD.AA8T.01A.11R.A405.07	0.221679926484456	3
4035	BRCA	BRCA.TCGA.BH.A0BF.01A.21R.A12P.07	0.531265909410499	1
4036	LUAD	LUAD.TCGA.44.2662.01A.01R.A278.07	-0.686777566397082	1
4037	LUSC	LUSC.TCGA.18.3421.01A.01R.0980.07	-0.00494406493734739	2
4038	BRCA	BRCA.TCGA.A8.A075.01A.11R.A084.07	0.330401082268699	1
4039	BRCA	BRCA.TCGA.B6.A0WS.01A.11R.A115.07	-0.205516166565449	1
4040	UCS	UCS.TCGA.QM.A5NM.01A.11R.A28V.07	0.441422142161333	3
4041	THCA	THCA.TCGA.EL.A3T2.01A.11R.A22L.07	-0.905912741350768	2
4042	LUAD	LUAD.TCGA.44.5645.01A.01R.A278.07	-1.12655077411527	2
4043	ESCA	ESCA.TCGA.L5.A4OJ.01A.11R.A260.31	-0.911062102939076	1
4044	STAD	STAD.TCGA.CD.A487.01A.21R.A24K.31	0.598540380592506	2
4045	UCEC	UCEC.TCGA.BG.A0MO.01A.11R.A040.07	-0.0534425603805683	2
4046	BRCA	BRCA.TCGA.A8.A091.01A.11R.A00Z.07	-0.462374779839874	1
4047	KIRC	KIRC.TCGA.AK.3429.01A.02R.1325.07	0.542155579636788	3
4048	KIRC	KIRC.TCGA.B2.5635.01A.01R.A277.07	-0.117429887341002	3
4049	BRCA	BRCA.TCGA.A2.A04Y.01A.21R.A034.07	-0.134400130716792	1
4050	SKCM	SKCM.TCGA.EE.A2M8.06A.12R.A18S.07	1.57655317840207	3
4051	THCA	THCA.TCGA.ET.A2N5.01A.11R.A18C.07	-0.908968043189126	2
4052	LUAD	LUAD.TCGA.05.4427.01A.21R.1858.07	-0.837241845717614	2
4053	KIRC	KIRC.TCGA.A3.3349.01A.01R.1188.07	1.88272330532706	3
4054	THCA	THCA.TCGA.BJ.A3F0.01A.11R.A206.07	-0.778923919575807	3
4055	KIRP	KIRP.TCGA.SX.A71U.01A.12R.A33Z.07	-0.765131295813104	2
4056	THYM	THYM.TCGA.ZB.A969.01A.11R.A42S.07	-0.848518232814819	1
4057	OV	OV.TCGA.61.1738.01A.01R.1567.13	-0.694501708050772	2
4058	THCA	THCA.TCGA.EL.A3MX.01A.11R.A21D.07	-0.197259385518797	2
4059	KIRC	KIRC.TCGA.B8.4143.01A.01R.1188.07	1.79238778829153	3
4060	BRCA	BRCA.TCGA.BH.A0BJ.01A.11R.A056.07	-0.30240635608115	1
4061	PRAD	PRAD.TCGA.G9.6353.01A.11R.1965.07	-0.661914934741608	2
4062	BRCA	BRCA.TCGA.E2.A10B.01A.11R.A10J.07	-0.578912481033768	1
4063	ACC	ACC.TCGA.OR.A5LR.01A.11R.A29S.07	1.54049029753652	3
4064	BRCA	BRCA.TCGA.GM.A2DL.01A.11R.A18M.07	0.370897438977008	1
4065	OV	OV.TCGA.24.1562.01A.01R.1566.13	-0.564727243552627	2
4066	LIHC	LIHC.TCGA.ZP.A9CZ.01A.11R.A38B.07	-0.685807250718559	2
4067	THCA	THCA.TCGA.DJ.A13U.01A.11R.A10U.07	-0.745969794905986	2
4068	LUAD	LUAD.TCGA.44.6778.01A.11R.1858.07	0.404445549416684	2
4069	KIRC	KIRC.TCGA.DV.5576.01A.01R.1541.07	-0.00447785580764559	1
4070	UVM	UVM.TCGA.V4.A9EH.01A.11R.A405.07	0.747485023598103	3
4071	COAD	COAD.TCGA.AA.A01G.01A.01R.A002.07	-0.823950832567901	2
4072	UVM	UVM.TCGA.V4.A9ES.01A.11R.A405.07	0.975506829922214	3
4073	BLCA	BLCA.TCGA.BT.A42C.01A.11R.A23N.07	-0.995058409303118	2
4074	UCEC	UCEC.TCGA.AP.A1DH.01A.31R.A137.07	-0.130099222654289	2
4075	ACC	ACC.TCGA.OU.A5PI.01A.12R.A29S.07	1.94526462351072	3
4076	KIRC	KIRC.TCGA.B8.4622.01A.02R.1277.07	0.708721103231867	3
4077	LUAD	LUAD.TCGA.86.A4P8.01A.11R.A24X.07	0.398725309632561	1
4078	LIHC	LIHC.TCGA.XR.A8TE.01A.11R.A36F.07	0.157177745983153	3
4079	THCA	THCA.TCGA.DO.A1JZ.01A.11R.A13Y.07	-1.26893620929623	2
4080	THCA	THCA.TCGA.FY.A3R6.01A.11R.A220.07	-0.334640192774729	2
4081	LUAD	LUAD.TCGA.75.5125.01A.01R.1755.07	0.19796487772257	2
4082	PRAD	PRAD.TCGA.EJ.5506.01A.01R.1580.07	-1.18327625439849	2
4083	KIRP	KIRP.TCGA.AL.3467.01A.02R.1351.07	-0.201933107691677	2
4084	OV	OV.TCGA.24.1418.01A.01R.1565.13	0.455355400056944	2
4085	THCA	THCA.TCGA.BJ.A45D.01A.11R.A23W.07	-0.683885615115186	2
4086	UCEC	UCEC.TCGA.AP.A0LG.01A.11R.A16W.07	-1.08146367599994	2
4087	KIRC	KIRC.TCGA.B0.5694.01A.11R.1541.07	0.813277368529971	3
4088	ESCA	ESCA.TCGA.LN.A49U.01A.31R.A260.31	0.600711510195206	1
4089	UCEC	UCEC.TCGA.AP.A05P.01A.11R.A16W.07	-0.00662224570342751	2
4090	PRAD	PRAD.TCGA.EJ.7123.01A.11R.1965.07	-1.45565639178647	2
4091	THCA	THCA.TCGA.EL.A3D1.01A.11R.A19O.07	-0.420854381367129	2
4092	SKCM	SKCM.TCGA.EB.A97M.01A.11R.A38C.07	1.48589663337871	3
4093	BRCA	BRCA.TCGA.AO.A12G.01A.11R.A10J.07	0.803163506076269	1
4094	STAD	STAD.TCGA.HU.A4GJ.01A.11R.A251.31	0.254497602463133	2
4095	BRCA	BRCA.TCGA.BH.A5IZ.01A.11R.A27Q.07	-0.305406576808817	2
4096	COAD	COAD.TCGA.G4.6323.01A.11R.1723.07	-1.59137219032352	2
4097	LIHC	LIHC.TCGA.G3.AAV3.01A.11R.A37K.07	0.434270770188437	2
4098	LIHC	LIHC.TCGA.DD.AACX.01A.11R.A41C.07	-0.669595087001634	2
4099	BRCA	BRCA.TCGA.C8.A26X.01A.31R.A16F.07	0.63145035591146	1
4100	THYM	THYM.TCGA.ZC.AAAF.01A.11R.A42S.07	0.79986941673725	3
4101	BRCA	BRCA.TCGA.C8.A3M8.01A.11R.A213.07	-0.549850675829662	1
4102	THCA	THCA.TCGA.EL.A4K9.01A.11R.A250.07	-0.208021508310182	2
4103	KIRP	KIRP.TCGA.SX.A7SO.01A.11R.A355.07	-0.996690846944437	2
4104	KIRP	KIRP.TCGA.P4.AAVL.01A.11R.A42S.07	0.893747900284711	2
4105	KIRP	KIRP.TCGA.G7.A8LE.01A.11R.A36F.07	-0.682258958639949	2
4106	BRCA	BRCA.TCGA.E2.A108.01A.13R.A10J.07	1.44272993361442	1
4107	THYM	THYM.TCGA.X7.A8M7.01A.11R.A42C.07	0.666796664008581	3
4108	KIRC	KIRC.TCGA.B2.A4SR.01A.11R.A266.07	0.46924619326935	3
4109	BRCA	BRCA.TCGA.BH.A42U.01A.12R.A24H.07	1.13765299746801	1
4110	LUSC	LUSC.TCGA.NC.A5HM.01A.12R.A26W.07	0.195568785819171	1
4111	BRCA	BRCA.TCGA.A1.A0SE.01A.11R.A084.07	-0.150829155150464	1
4112	UCEC	UCEC.TCGA.BG.A0VT.01A.11R.A10J.07	0.18538786635502	2
4113	KIRC	KIRC.TCGA.B0.5701.01A.11R.1541.07	0.431412014165036	3
4114	KIRP	KIRP.TCGA.MH.A854.01A.11R.A355.07	0.175531982536013	2
4115	THCA	THCA.TCGA.EM.A4FN.01A.11R.A250.07	-0.540326065183796	2
4116	STAD	STAD.TCGA.CD.A489.01A.11R.A24K.31	0.752816939391184	1
4117	CESC	CESC.TCGA.C5.A1BF.01B.11R.A13Y.07	0.831567854812778	1
4118	STAD	STAD.TCGA.FP.8209.01A.11R.2343.13	1.21801862595927	3
4119	READ	READ.TCGA.AG.3600.01A.01R.0826.07	-0.602187388893312	2
4120	KIRC	KIRC.TCGA.DV.A4W0.01A.11R.A266.07	0.47296804438126	3
4121	SKCM	SKCM.TCGA.WE.AA9Y.06A.12R.A38C.07	1.45094917495286	3
4122	LIHC	LIHC.TCGA.ES.A2HT.01A.12R.A180.07	0.10699878606019	2
4123	CESC	CESC.TCGA.VS.A94W.01A.12R.A37O.07	-0.386977042914183	1
4124	KIRC	KIRC.TCGA.CJ.4873.01A.01R.1305.07	0.702970516400129	3
4125	LUAD	LUAD.TCGA.67.3773.01A.01R.0946.07	0.17912441680555	2
4126	LIHC	LIHC.TCGA.2Y.A9GW.01A.11R.A38B.07	0.135190855392958	2
4127	PRAD	PRAD.TCGA.CH.5768.01A.11R.1580.07	-1.09516946815298	2
4128	THCA	THCA.TCGA.DE.A4MD.06A.11R.A250.07	0.246309824269942	2
4129	READ	READ.TCGA.AG.A020.01A.21R.A083.07	-1.30573152361059	2
4130	KIRC	KIRC.TCGA.A3.3307.01A.01R.0864.07	0.664324017939654	3
4131	LUSC	LUSC.TCGA.85.8351.01A.11R.2296.07	-0.359790208529196	1
4132	BRCA	BRCA.TCGA.BH.A0HY.01A.11R.A056.07	0.0574932326555756	1
4133	KIRC	KIRC.TCGA.BP.4325.01A.02R.1289.07	0.853117399217869	3
4134	THCA	THCA.TCGA.FE.A3PC.01A.11R.A220.07	-0.0911188016392682	2
4135	LUAD	LUAD.TCGA.97.7546.01A.11R.2039.07	-0.744717263020243	2
4136	BRCA	BRCA.TCGA.BH.A0DT.01A.21R.A12D.07	0.0362266530984887	1
4137	CESC	CESC.TCGA.MA.AA3W.01A.11R.A38B.07	-0.260841825362144	2
4138	UCEC	UCEC.TCGA.D1.A0ZO.01A.11R.A118.07	-0.339854514954655	2
4139	OV	OV.TCGA.24.2280.01A.01R.1568.13	0.876585796639645	1
4140	THCA	THCA.TCGA.IM.A41Z.01A.11R.A23N.07	-0.797402288520738	2
4141	BRCA	BRCA.TCGA.A2.A0T5.01A.21R.A084.07	-0.217233298656986	1
4142	PRAD	PRAD.TCGA.EJ.7793.01A.31R.2263.07	-0.942691273912999	2
4143	UCEC	UCEC.TCGA.DF.A2L0.01A.11R.A180.07	-0.184366921799082	2
4144	LIHC	LIHC.TCGA.DD.AACN.01A.11R.A41C.07	-0.237233962143227	2
4145	PRAD	PRAD.TCGA.J9.A8CP.01A.11R.A352.07	-0.426730190303241	2
4146	KIRC	KIRC.TCGA.B2.4102.01A.02R.1325.07	0.109522453234793	3
4147	KIRC	KIRC.TCGA.A3.3372.01A.02R.1325.07	1.56836985706976	3
4148	BRCA	BRCA.TCGA.A7.A6VW.01A.21R.A33J.07	0.545253779330318	1
4149	ESCA	ESCA.TCGA.S8.A6BW.01A.11R.A31P.31	0.174484567939628	1
4150	UCEC	UCEC.TCGA.B5.A0JS.01A.11R.A104.07	-0.581432470429056	2
4151	KIRP	KIRP.TCGA.5P.A9KE.01A.11R.A42S.07	-0.362233655880448	2
4152	BRCA	BRCA.TCGA.BH.A18N.01A.11R.A12D.07	-0.517590489083533	1
4153	ACC	ACC.TCGA.OR.A5JI.01A.11R.A29S.07	2.29950771656706	3
4154	KIRC	KIRC.TCGA.BP.4162.01A.02R.1325.07	0.691110714656879	3
4155	COAD	COAD.TCGA.AA.A00Z.01A.01R.A002.07	-0.897787785148787	2
4156	LIHC	LIHC.TCGA.ZS.A9CD.01A.11R.A37K.07	-0.0619116138688835	2
4157	LIHC	LIHC.TCGA.5R.AA1D.01A.11R.A38B.07	0.555769401817159	3
4158	UCEC	UCEC.TCGA.B5.A121.01A.31R.A118.07	-0.684477113180462	2
4159	KIRC	KIRC.TCGA.BP.5183.01A.01R.1426.07	0.656287664552117	3
4160	LUAD	LUAD.TCGA.49.4510.01A.01R.1206.07	-0.66764343123522	2
4161	BRCA	BRCA.TCGA.BH.A0C3.01A.21R.A12P.07	0.551857045663216	1
4162	KIRC	KIRC.TCGA.BP.4960.01A.01R.1334.07	1.72087269754473	3
4163	KIRP	KIRP.TCGA.A4.8630.01A.11R.2404.07	-0.173752527281374	2
4164	BRCA	BRCA.TCGA.BH.A0DP.01A.21R.A056.07	0.200875601229709	1
4165	SKCM	SKCM.TCGA.WE.A8JZ.06A.11R.A37K.07	2.03784254835497	3
4166	BLCA	BLCA.TCGA.FD.A3B3.01A.12R.A206.07	0.402500872620433	1
4167	UVM	UVM.TCGA.V4.A9EJ.01A.11R.A405.07	0.9373990323653	3
4168	KIRC	KIRC.TCGA.CJ.4634.01A.02R.1325.07	1.41487123504529	3
4169	SKCM	SKCM.TCGA.EE.A29A.06A.12R.A18U.07	2.45793046421946	3
4170	KIRC	KIRC.TCGA.CJ.6028.01A.11R.1672.07	1.02718283574407	3
4171	PRAD	PRAD.TCGA.KC.A7FE.01A.12R.A33R.07	-0.00341886480524943	2
4172	THYM	THYM.TCGA.XU.A92O.01A.11R.A42C.07	-0.123953565586328	2
4173	KIRP	KIRP.TCGA.GL.7773.01A.11R.A32Z.07	0.10462155795319	2
4174	LIHC	LIHC.TCGA.MI.A75C.01A.11R.A32O.07	-0.221584544764519	2
4175	THCA	THCA.TCGA.EM.A2OY.01A.11R.A206.07	-1.44692375204421	2
4176	KIRC	KIRC.TCGA.BP.4355.01A.01R.1289.07	1.79298884632691	3
4177	LUSC	LUSC.TCGA.63.A5MI.01A.12R.A27Q.07	-0.455721411010129	1
4178	LUAD	LUAD.TCGA.49.4486.01A.01R.1206.07	-1.49255447561207	2
4179	THCA	THCA.TCGA.FY.A40K.01A.11R.A23N.07	-0.341115901203588	2
4180	PRAD	PRAD.TCGA.EJ.AB20.01A.12R.A41O.07	1.01688981208138	3
4181	COAD	COAD.TCGA.AA.3678.01A.01R.0905.07	-0.880410126451882	2
4182	PRAD	PRAD.TCGA.G9.6377.01A.11R.1965.07	-0.914019296568273	2
4183	KIRP	KIRP.TCGA.UZ.A9PM.01A.21R.A38C.07	0.112185282702282	2
4184	KIRC	KIRC.TCGA.B0.4838.01A.01R.1305.07	0.510082694355007	3
4185	PRAD	PRAD.TCGA.TK.A8OK.01A.22R.A36G.07	0.646033225201722	3
4186	STAD	STAD.TCGA.BR.8364.01A.11R.2343.13	0.552884633518566	1
4187	KIRC	KIRC.TCGA.CJ.4636.01A.02R.1325.07	0.886902956954104	3
4188	BRCA	BRCA.TCGA.C8.A12M.01A.11R.A115.07	-1.00051307406904	2
4189	HNSC	HNSC.TCGA.QK.A6IG.01A.11R.A31N.07	1.26723981864907	1
4190	BRCA	BRCA.TCGA.A7.A0DA.01A.31R.A115.07	0.109858336254759	1
4191	THCA	THCA.TCGA.EM.A4FK.01A.11R.A250.07	-1.16374838344556	2
4192	THCA	THCA.TCGA.FY.A40N.01A.11R.A23N.07	-0.892617712803822	2
4193	STAD	STAD.TCGA.VQ.A928.01A.11R.A414.31	-0.0075452239646312	1
4194	UCEC	UCEC.TCGA.AX.A2H2.01A.11R.A180.07	-0.414891469907278	2
4195	KIRP	KIRP.TCGA.A4.7288.01A.11R.A32Z.07	-1.15202383889285	2
4196	STAD	STAD.TCGA.3M.AB47.01A.22R.A414.31	0.430700919614304	2
4197	STAD	STAD.TCGA.BR.8487.01A.11R.2402.13	-0.663177038679044	2
4198	LIHC	LIHC.TCGA.BD.A3EP.01A.11R.A22L.07	0.253218270385542	2
4199	LIHC	LIHC.TCGA.UB.A7ME.01A.11R.A33J.07	-0.784886791060997	2
4200	OV	OV.TCGA.29.1705.01A.01R.1567.13	-0.29231383460995	2
4201	LUAD	LUAD.TCGA.73.4675.01A.01R.1206.07	0.137969509439186	1
4202	LIHC	LIHC.TCGA.BC.A69I.01A.11R.A311.07	0.36635443172679	2
4203	PRAD	PRAD.TCGA.YL.A9WK.01A.11R.A37L.07	-0.345429740357626	2
4204	BRCA	BRCA.TCGA.E2.A15L.01A.11R.A12D.07	0.501105811092452	1
4205	KIRC	KIRC.TCGA.B0.4817.01A.01R.1277.07	0.790915074656053	3
4206	OV	OV.TCGA.24.1616.01A.01R.1566.13	-0.430037455779031	2
4207	COAD	COAD.TCGA.G4.6302.01A.11R.1723.07	0.561042071850859	1
4208	BRCA	BRCA.TCGA.AR.A1AL.01A.21R.A12P.07	0.352071488223098	1
4209	KIRC	KIRC.TCGA.DV.5567.01A.01R.1541.07	-0.575957738181127	1
4210	PRAD	PRAD.TCGA.J4.A67O.01A.11R.A30B.07	0.231946938560004	2
4211	THCA	THCA.TCGA.DJ.A13V.01A.11R.A10U.07	-0.837187378115919	2
4212	PRAD	PRAD.TCGA.J9.A52C.01A.11R.A26U.07	0.012132577950528	2
4213	LUAD	LUAD.TCGA.S2.AA1A.01A.12R.A39D.07	0.625609490292403	1
4214	OV	OV.TCGA.36.1580.01A.01R.1566.13	0.573358714092818	1
4215	KIRP	KIRP.TCGA.B9.4617.01A.01R.1193.07	-0.154813789814082	2
4216	UCEC	UCEC.TCGA.BG.A18C.01A.11R.A12I.07	-0.262043342371641	2
4217	STAD	STAD.TCGA.BR.8484.01A.11R.2402.13	-0.386332363490616	1
4218	KIRP	KIRP.TCGA.IZ.8196.01A.11R.2404.07	-0.41052941363229	2
4219	LUAD	LUAD.TCGA.J2.8192.01A.11R.2241.07	0.366996706988946	1
4220	THCA	THCA.TCGA.DJ.A13M.01A.11R.A10U.07	-1.14882538280463	2
4221	KIRC	KIRC.TCGA.BP.4163.01A.02R.1325.07	0.468660307353608	3
4222	COAD	COAD.TCGA.AA.3819.01A.01R.0905.07	-0.557117278109416	2
4223	THCA	THCA.TCGA.EM.A4FV.01A.11R.A250.07	-0.452942722055263	2
4224	KIRP	KIRP.TCGA.A4.8098.01A.11R.2404.07	0.315158252588337	2
4225	OV	OV.TCGA.13.1404.01A.01R.1565.13	0.398313670987833	2
4226	LIHC	LIHC.TCGA.DD.AAD1.01A.11R.A41C.07	-0.374031572491055	2
4227	PRAD	PRAD.TCGA.ZG.A8QX.01A.11R.A37L.07	-0.562330908997237	2
4228	LUSC	LUSC.TCGA.85.8353.01A.21R.2296.07	1.01650575586904	1
4229	UCEC	UCEC.TCGA.AX.A3G7.01A.12R.A213.07	-0.202659915853421	2
4230	THCA	THCA.TCGA.FY.A40M.01A.11R.A23N.07	-0.868287353414701	2
4231	THCA	THCA.TCGA.DJ.A2QA.01A.11R.A18C.07	-0.210140097714154	2
4232	KIRC	KIRC.TCGA.BP.4981.01A.01R.1334.07	0.876976856474771	3
4233	THCA	THCA.TCGA.EL.A3CN.01A.12R.A20F.07	-0.756707779733111	2
4234	ESCA	ESCA.TCGA.VR.A8EY.01A.11R.A36D.31	-0.276240550605246	1
4235	SKCM	SKCM.TCGA.D3.A1Q5.06A.11R.A18T.07	2.87245412257451	3
4236	THCA	THCA.TCGA.ET.A3BO.01A.11R.A19O.07	-0.628972230304833	2
4237	PRAD	PRAD.TCGA.VN.A88L.01A.11R.A352.07	-0.253792689825929	2
4238	KIRP	KIRP.TCGA.P4.AAVO.01A.11R.A42S.07	0.019559962464728	2
4239	THCA	THCA.TCGA.ET.A25O.01A.11R.A16R.07	-1.58745485634092	2
4240	CESC	CESC.TCGA.EA.A3HU.01A.11R.A213.07	-0.626306867556191	1
4241	THYM	THYM.TCGA.XU.A92T.01A.11R.A42C.07	-0.239315722112156	1
4242	LIHC	LIHC.TCGA.G3.A25U.01A.11R.A16W.07	-0.963114126559545	2
4243	LIHC	LIHC.TCGA.ZP.A9D4.01A.11R.A37K.07	-0.881359816157785	2
4244	LIHC	LIHC.TCGA.LG.A9QD.01A.11R.A38B.07	-0.283738096696567	2
4245	LIHC	LIHC.TCGA.DD.AAW1.01A.11R.A41C.07	-0.086975987165212	2
4246	KIRC	KIRC.TCGA.CJ.4637.01A.02R.1325.07	1.47511842966154	3
4247	THCA	THCA.TCGA.ET.A3DW.01A.11R.A19O.07	-1.44648368547802	2
4248	OV	OV.TCGA.25.1635.01A.01R.1566.13	0.652574117882779	2
4249	THCA	THCA.TCGA.ET.A3BW.01A.11R.A19O.07	-1.37374556386731	2
4250	BRCA	BRCA.TCGA.A2.A0EV.01A.11R.A034.07	-0.0141292684564034	1
4251	BRCA	BRCA.TCGA.EW.A1P1.01A.31R.A14D.07	1.4788095956255	1
4252	BRCA	BRCA.TCGA.AR.A0TT.01A.31R.A084.07	0.44061055830572	1
4253	LUSC	LUSC.TCGA.37.4129.01A.01R.1100.07	-0.0749495481211915	3
4254	LIHC	LIHC.TCGA.CC.A9FV.01A.11R.A37K.07	1.48633344598009	3
4255	LUSC	LUSC.TCGA.58.8388.01A.11R.2326.07	0.487367553806927	1
4256	OV	OV.TCGA.24.1845.01A.01R.1567.13	-0.549252802569811	2
4257	PRAD	PRAD.TCGA.EJ.7218.01B.11R.A32O.07	-1.24746322997941	2
4258	KIRC	KIRC.TCGA.B2.5639.01A.01R.1541.07	-0.133540202130674	3
4259	ACC	ACC.TCGA.OR.A5LN.01A.11R.A29S.07	1.59800631294859	3
4260	LUAD	LUAD.TCGA.64.5781.01A.01R.1628.07	0.54703278671398	1
4261	LUSC	LUSC.TCGA.98.A53D.01A.32R.A262.07	1.35744379565514	1
4262	STAD	STAD.TCGA.RD.A8N9.01A.12R.A39E.31	0.811649905247263	1
4263	SKCM	SKCM.TCGA.WE.AAA3.06A.11R.A38C.07	1.70755104480979	3
4264	LUSC	LUSC.TCGA.77.8139.01A.11R.2247.07	0.316568057313168	1
4265	BRCA	BRCA.TCGA.D8.A27E.01A.11R.A16F.07	-0.625493093564444	2
